mid,latency_ms,accepted_s1,accepted_s2,consensus_accept,reason_s1,reason_s2,is_attack,attack_type,t_verify_ms,t_fresh_ms,t_consensus_ms,t_total_ms,violated_urlcc,epoch,false_reject_freshness
209,1.2097372388142276,False,False,False,REJECT(sig),REJECT(sig),False,none,0.25,0.02,0.15,1.6297372388142275,False,1,False
210,1.352450609231009,False,False,False,REJECT(sig),REJECT(sig),False,none,0.25,0.02,0.15,1.7724506092310088,False,1,False
211,1.3978484304541667,False,False,False,REJECT(sig),REJECT(sig),True,replay,0.25,0.02,0.15,1.8178484304541667,False,1,False
212,1.323236661036634,False,False,False,REJECT(sig),REJECT(sig),False,none,0.25,0.02,0.15,1.7432366610366339,False,1,False
213,1.8162768334205126,False,False,False,REJECT(sig),REJECT(sig),False,none,0.25,0.02,0.15,2.2362768334205123,False,1,False
214,1.1672072224311316,False,False,False,REJECT(sig),REJECT(sig),True,spoof,0.25,0.02,0.15,1.5872072224311315,False,1,False
215,1.8950711190014362,False,False,False,REJECT(sig),REJECT(sig),False,none,0.25,0.02,0.15,2.315071119001436,False,1,False
216,1.6836148868094556,False,False,False,REJECT(sig),REJECT(sig),False,none,0.25,0.02,0.15,2.1036148868094555,False,1,False
217,1.2694725515617475,False,False,False,REJECT(sig),REJECT(sig),False,none,0.25,0.02,0.15,1.6894725515617475,False,1,False
218,1.5255794806127834,False,False,False,REJECT(sig),REJECT(sig),True,tamper,0.25,0.02,0.15,1.9455794806127833,False,1,False
219,1.5328574511879332,False,False,False,REJECT(sig),REJECT(sig),False,none,0.25,0.02,0.15,1.952857451187933,False,1,False
220,1.117106845649991,False,False,False,REJECT(sig),REJECT(sig),False,none,0.25,0.02,0.15,1.537106845649991,False,1,False
221,1.0714990948145682,False,False,False,REJECT(sig),REJECT(sig),False,none,0.25,0.02,0.15,1.491499094814568,False,1,False
222,1.6717170307087792,False,False,False,REJECT(sig),REJECT(sig),False,none,0.25,0.02,0.15,2.091717030708779,False,1,False
223,1.7289547108227679,False,False,False,REJECT(sig),REJECT(sig),False,none,0.25,0.02,0.15,2.148954710822768,False,1,False
224,1.2613890906092537,False,False,False,REJECT(sig),REJECT(sig),False,none,0.25,0.02,0.15,1.6813890906092537,False,1,False
225,1.2066545458851905,False,False,False,REJECT(sig),REJECT(sig),False,none,0.25,0.02,0.15,1.6266545458851904,False,1,False
226,1.7541445912025595,False,False,False,REJECT(sig),REJECT(sig),False,none,0.25,0.02,0.15,2.1741445912025594,False,1,False
227,1.494095880357332,False,False,False,REJECT(sig),REJECT(sig),False,none,0.25,0.02,0.15,1.914095880357332,False,1,False
228,1.1503954749539347,False,False,False,REJECT(sig),REJECT(sig),False,none,0.25,0.02,0.15,1.5703954749539346,False,1,False
229,1.741479622801387,False,False,False,REJECT(sig),REJECT(sig),False,none,0.25,0.02,0.15,2.161479622801387,False,1,False
230,1.3199539330606307,False,False,False,REJECT(sig),REJECT(sig),False,none,0.25,0.02,0.15,1.7399539330606306,False,1,False
231,1.157703503274233,False,False,False,REJECT(sig),REJECT(sig),False,none,0.25,0.02,0.15,1.577703503274233,False,1,False
232,1.3196347957350012,False,False,False,REJECT(sig),REJECT(sig),False,none,0.25,0.02,0.15,1.7396347957350011,False,1,False
233,1.6787245791084453,False,False,False,REJECT(sig),REJECT(sig),False,none,0.25,0.02,0.15,2.0987245791084455,False,1,False
234,1.508736451165308,False,False,False,REJECT(sig),REJECT(sig),False,none,0.25,0.02,0.15,1.928736451165308,False,1,False
235,1.386527616148974,False,False,False,REJECT(sig),REJECT(sig),False,none,0.25,0.02,0.15,1.8065276161489738,False,1,False
236,1.565760701319118,False,False,False,REJECT(sig),REJECT(sig),True,replay,0.25,0.02,0.15,1.9857607013191179,False,1,False
237,1.550026194569683,False,False,False,REJECT(sig),REJECT(sig),False,none,0.25,0.02,0.15,1.9700261945696829,False,1,False
238,1.690862461177623,False,False,False,REJECT(sig),REJECT(sig),True,replay,0.25,0.02,0.15,2.110862461177623,False,1,False
239,1.2229231247317962,False,False,False,REJECT(sig),REJECT(sig),True,spoof,0.25,0.02,0.15,1.6429231247317961,False,1,False
240,1.3130935400709458,False,False,False,REJECT(sig),REJECT(sig),False,none,0.25,0.02,0.15,1.7330935400709457,False,1,False
241,1.5010080148683964,False,False,False,REJECT(sig),REJECT(sig),True,replay,0.25,0.02,0.15,1.9210080148683963,False,1,False
242,1.822467522635736,False,False,False,REJECT(sig),REJECT(sig),False,none,0.25,0.02,0.15,2.242467522635736,False,1,False
243,1.4111686158433367,False,False,False,REJECT(sig),REJECT(sig),False,none,0.25,0.02,0.15,1.8311686158433367,False,1,False
244,1.3319717419424926,False,False,False,REJECT(sig),REJECT(sig),False,none,0.25,0.02,0.15,1.7519717419424925,False,1,False
245,1.2619636423514737,False,False,False,REJECT(sig),REJECT(sig),False,none,0.25,0.02,0.15,1.6819636423514737,False,1,False
246,1.1351426070192685,False,False,False,REJECT(sig),REJECT(sig),False,none,0.25,0.02,0.15,1.5551426070192684,False,1,False
247,1.4257743061418913,False,False,False,REJECT(sig),REJECT(sig),False,none,0.25,0.02,0.15,1.8457743061418912,False,1,False
248,1.6870979289454027,False,False,False,REJECT(sig),REJECT(sig),False,none,0.25,0.02,0.15,2.107097928945403,False,1,False
249,1.574139106580167,False,False,False,REJECT(sig),REJECT(sig),False,none,0.25,0.02,0.15,1.994139106580167,False,1,False
250,1.2835239788290935,False,False,False,REJECT(sig),REJECT(sig),False,none,0.25,0.02,0.15,1.7035239788290935,False,1,False
